card_name	set_name	rarity
Necrovalley	Speed Duel- Battle City Finals_tcg	Common
Newdoria	Speed Duel- Battle City Finals_tcg	Common
Night Assailant	Speed Duel- Battle City Finals_tcg	Common
Nightmare Penguin	Speed Duel- Battle City Finals_tcg	Common
Nightmare Wheel	Speed Duel- Battle City Finals_tcg	Common
Noah's Arc	Speed Duel- Battle City Finals_tcg	Common
Obelisk the Tormentor	Speed Duel- Battle City Finals_tcg	Prismatic Secret Rare
Obnoxious Celtic Guard	Speed Duel- Battle City Finals_tcg	Common
Offerings to the Doomed	Speed Duel- Battle City Finals_tcg	Common
Ordeal of a Traveler	Speed Duel- Battle City Finals_tcg	Common
Orgoth the Relentless	Speed Duel- Battle City Finals_tcg	Common
Otohime	Speed Duel- Battle City Finals_tcg	Common
Owner's Seal	Speed Duel- Battle City Finals_tcg	Common
Penguin Soldier	Speed Duel- Battle City Finals_tcg	Common
Premature Burial	Speed Duel- Battle City Finals_tcg	Common
Prime Material Dragon	Speed Duel- Battle City Finals_tcg	Common
Pulling the Strings	Speed Duel- Battle City Finals_tcg	Common
Quaking Mirror Force	Speed Duel- Battle City Finals_tcg	Common
Queen's Knight	Speed Duel- Battle City Finals_tcg	Common
Reactor Slime	Speed Duel- Battle City Finals_tcg	Common
Red-Eye Inferno	Speed Duel- Battle City Finals_tcg	Common
Red-Eyes Black Dragon	Speed Duel- Battle City Finals_tcg	Common
Reinforcement of the Army	Speed Duel- Battle City Finals_tcg	Common
Remove Trap	Speed Duel- Battle City Finals_tcg	Common
Revival Jam	Speed Duel- Battle City Finals_tcg	Common
Rite of Spirit	Speed Duel- Battle City Finals_tcg	Common
Royal Temple of the Kings	Speed Duel- Battle City Finals_tcg	Common
Sakuretsu Armor	Speed Duel- Battle City Finals_tcg	Common
Sangan	Speed Duel- Battle City Finals_tcg	Common
See Me Rolling	Speed Duel- Battle City Finals_tcg	Common
Sentence of Doom	Speed Duel- Battle City Finals_tcg	Common
Shadow Spell	Speed Duel- Battle City Finals_tcg	Common
Shinato, King of a Higher Plane	Speed Duel- Battle City Finals_tcg	Prismatic Secret Rare
Shinato, King of a Higher Plane	Speed Duel- Battle City Finals_tcg	Common
Shinato's Ark	Speed Duel- Battle City Finals_tcg	Common
Shining Angel	Speed Duel- Battle City Finals_tcg	Common
Shrink	Speed Duel- Battle City Finals_tcg	Prismatic Secret Rare
Shrink	Speed Duel- Battle City Finals_tcg	Common
Sky God Revelation	Speed Duel- Battle City Finals_tcg	Common
Slifer the Sky Dragon	Speed Duel- Battle City Finals_tcg	Prismatic Secret Rare
Snipe Hunter	Speed Duel- Battle City Finals_tcg	Common
Sol and Luna	Speed Duel- Battle City Finals_tcg	Common
Spell Shattering Arrow	Speed Duel- Battle City Finals_tcg	Common
Spirit Message "A"	Speed Duel- Battle City Finals_tcg	Common
Spirit Message "I"	Speed Duel- Battle City Finals_tcg	Common
Spirit Message "L"	Speed Duel- Battle City Finals_tcg	Common
Spirit Message "N"	Speed Duel- Battle City Finals_tcg	Common
Spirit Reaper	Speed Duel- Battle City Finals_tcg	Prismatic Secret Rare
Spirit Reaper	Speed Duel- Battle City Finals_tcg	Common
Spiritualism	Speed Duel- Battle City Finals_tcg	Common
Swarm of Centipedes	Speed Duel- Battle City Finals_tcg	Common
Swarm of Locusts	Speed Duel- Battle City Finals_tcg	Common
Swarm of Scarabs	Speed Duel- Battle City Finals_tcg	Common
Sword of Kusanagi	Speed Duel- Battle City Finals_tcg	Common
Swords of Revealing Light	Speed Duel- Battle City Finals_tcg	Prismatic Secret Rare
Swords of Revealing Light	Speed Duel- Battle City Finals_tcg	Common
Symbol of Pride	Speed Duel- Battle City Finals_tcg	Common
The End of Anubis	Speed Duel- Battle City Finals_tcg	Common
The Flute of Summoning Dragon	Speed Duel- Battle City Finals_tcg	Common
The King of D.	Speed Duel- Battle City Finals_tcg	Common
The Melody of Awakening Dragon	Speed Duel- Battle City Finals_tcg	Common
The Winged Dragon of Ra	Speed Duel- Battle City Finals_tcg	Prismatic Secret Rare
The Winged Dragon of Ra - Immortal Phoenix	Speed Duel- Battle City Finals_tcg	Prismatic Secret Rare
The Winged Dragon of Ra - Immortal Phoenix	Speed Duel- Battle City Finals_tcg	Common
The Winged Dragon of Ra - Sphere Mode	Speed Duel- Battle City Finals_tcg	Prismatic Secret Rare
The Winged Dragon of Ra - Sphere Mode	Speed Duel- Battle City Finals_tcg	Common
Thunder Ball	Speed Duel- Battle City Finals_tcg	Common
Thunderspeed Summon	Speed Duel- Battle City Finals_tcg	Common
Tiki Curse	Speed Duel- Battle City Finals_tcg	Common
Tiki Soul	Speed Duel- Battle City Finals_tcg	Common
Total Defense Shogun	Speed Duel- Battle City Finals_tcg	Common
Trade-In	Speed Duel- Battle City Finals_tcg	Common
Trap Hole of Spikes	Speed Duel- Battle City Finals_tcg	Common
Tribal Unity	Speed Duel- Battle City Finals_tcg	Common
Tribe-Infecting Virus	Speed Duel- Battle City Finals_tcg	Prismatic Secret Rare
Tribe-Infecting Virus	Speed Duel- Battle City Finals_tcg	Common
Union Hangar	Speed Duel- Battle City Finals_tcg	Common
Union Scramble	Speed Duel- Battle City Finals_tcg	Common
United We Stand	Speed Duel- Battle City Finals_tcg	Common
Valkyrian Knight	Speed Duel- Battle City Finals_tcg	Common
Waboku	Speed Duel- Battle City Finals_tcg	Common
Wall of Disruption	Speed Duel- Battle City Finals_tcg	Common
Windstorm of Etaqua	Speed Duel- Battle City Finals_tcg	Common
Winged Minion	Speed Duel- Battle City Finals_tcg	Common
Witch of the Black Forest	Speed Duel- Battle City Finals_tcg	Common
X-Head Cannon	Speed Duel- Battle City Finals_tcg	Common
XY-Dragon Cannon	Speed Duel- Battle City Finals_tcg	Common
XYZ-Dragon Cannon	Speed Duel- Battle City Finals_tcg	Common
XZ-Tank Cannon	Speed Duel- Battle City Finals_tcg	Common
Y-Dragon Head	Speed Duel- Battle City Finals_tcg	Common
Z-Metal Tank	Speed Duel- Battle City Finals_tcg	Common
Zolga	Speed Duel- Battle City Finals_tcg	Common
Zoma the Spirit	Speed Duel- Battle City Finals_tcg	Common
Bandit	Speed Duel- Scars of Battle Launch Event participation card_tcg	Ultra Rare
A Major Upset	Speed Duel- Scars of Battle_tcg	Common
Ally of Justice Core Destroyer	Speed Duel- Scars of Battle_tcg	Common
Bandit	Speed Duel- Scars of Battle_tcg	Super Rare
Barrel Dragon	Speed Duel- Scars of Battle_tcg	Super Rare
Blast Sphere	Speed Duel- Scars of Battle_tcg	Common
Blue-Eyed Silver Zombie	Speed Duel- Scars of Battle_tcg	Common
Bokoichi the Freightening Car	Speed Duel- Scars of Battle_tcg	Common
Book of Life	Speed Duel- Scars of Battle_tcg	Ultra Rare
Break! Draw!	Speed Duel- Scars of Battle_tcg	Common
Command Knight	Speed Duel- Scars of Battle_tcg	Common
Common	Speed Duel- Scars of Battle_tcg	Common
Crystal Seer	Speed Duel- Scars of Battle_tcg	Super Rare
Danipon	Speed Duel- Scars of Battle_tcg	Common
Dark Red Enchanter	Speed Duel- Scars of Battle_tcg	Super Rare
Dekoichi the Battlechanted Locomotive	Speed Duel- Scars of Battle_tcg	Super Rare
Double Evolution Pill (Skill Card)	Speed Duel- Scars of Battle_tcg	Ultra Rare
Empress Mantis	Speed Duel- Scars of Battle_tcg	Common
Eternal Rest	Speed Duel- Scars of Battle_tcg	Common
Fighting Spirit	Speed Duel- Scars of Battle_tcg	Common
Fire Reaper	Speed Duel- Scars of Battle_tcg	Common
Fortress Whale	Speed Duel- Scars of Battle_tcg	Common
Fortress Whale's Oath	Speed Duel- Scars of Battle_tcg	Common
Gatekeeper	Speed Duel- Scars of Battle_tcg	Common
Gearfried the Swordmaster	Speed Duel- Scars of Battle_tcg	Ultra Rare
Gravity Axe - Grarl	Speed Duel- Scars of Battle_tcg	Common
Heavy Metal Raiders (Skill Card)	Speed Duel- Scars of Battle_tcg	Ultra Rare
Infernity Dwarf	Speed Duel- Scars of Battle_tcg	Common
Insect Armor with Laser Cannon	Speed Duel- Scars of Battle_tcg	Common
Iron Blacksmith Kotetsu	Speed Duel- Scars of Battle_tcg	Common
Jurrac Tyrannus	Speed Duel- Scars of Battle_tcg	Common
Kabazauls	Speed Duel- Scars of Battle_tcg	Common
Launcher Spider	Speed Duel- Scars of Battle_tcg	Common
Machine Conversion Factory	Speed Duel- Scars of Battle_tcg	Common
Magical Plant Mandragola	Speed Duel- Scars of Battle_tcg	Common
Mask of Darkness	Speed Duel- Scars of Battle_tcg	Ultra Rare
Master Craftsman Gamil	Speed Duel- Scars of Battle_tcg	Common
Metalmorph	Speed Duel- Scars of Battle_tcg	Ultra Rare
Night Beam	Speed Duel- Scars of Battle_tcg	Ultra Rare
Pendulum Machine	Speed Duel- Scars of Battle_tcg	Common
Release Restraint	Speed Duel- Scars of Battle_tcg	Common
Security Orb	Speed Duel- Scars of Battle_tcg	Common
Servants of the Fallen King	Speed Duel- Scars of Battle_tcg	Super Rare
Skreech	Speed Duel- Scars of Battle_tcg	Common
Slot Machine	Speed Duel- Scars of Battle_tcg	Common
Spell Power Grasp	Speed Duel- Scars of Battle_tcg	Common
Spell Proof Armor	Speed Duel- Scars of Battle_tcg	Super Rare
Spellbinding Circle	Speed Duel- Scars of Battle_tcg	Common
The Beginning of the End	Speed Duel- Scars of Battle_tcg	Common
Troop Dragon	Speed Duel- Scars of Battle_tcg	Super Rare
Vampire Lord	Speed Duel- Scars of Battle_tcg	Ultra Rare
A Bountiful Ocean	Speed Duel- Streets of Battle City_tcg	Common
A Legendary Ocean	Speed Duel- Streets of Battle City_tcg	Common
A Terrible Fate	Speed Duel- Streets of Battle City_tcg	Common
Acid Rain	Speed Duel- Streets of Battle City_tcg	Common
Airknight Parshath	Speed Duel- Streets of Battle City_tcg	Common
Airorca	Speed Duel- Streets of Battle City_tcg	Common
Alchemist of Black Spells	Speed Duel- Streets of Battle City_tcg	Common
Alligator's Sword	Speed Duel- Streets of Battle City_tcg	Common
Alligator's Sword Dragon	Speed Duel- Streets of Battle City_tcg	Common
Allure of Darkness	Speed Duel- Streets of Battle City_tcg	Common
Amplifier	Speed Duel- Streets of Battle City_tcg	Common
Anarchist Monk Ranshin	Speed Duel- Streets of Battle City_tcg	Common
Anti-Magic Arrows	Speed Duel- Streets of Battle City_tcg	Secret Rare
Anti-Magic Arrows	Speed Duel- Streets of Battle City_tcg	Common
Apprentice Magician	Speed Duel- Streets of Battle City_tcg	Common
Baby Dragon	Speed Duel- Streets of Battle City_tcg	Common
Barrel Behind the Door	Speed Duel- Streets of Battle City_tcg	Common
Battle City Siren	Speed Duel- Streets of Battle City_tcg	Common
Big Wave Small Wave	Speed Duel- Streets of Battle City_tcg	Common
Birthright	Speed Duel- Streets of Battle City_tcg	Common
Blast Magician	Speed Duel- Streets of Battle City_tcg	Common
Blast with Chain	Speed Duel- Streets of Battle City_tcg	Common
Blowback Dragon	Speed Duel- Streets of Battle City_tcg	Common
Book of Moon	Speed Duel- Streets of Battle City_tcg	Common
Book of Taiyou	Speed Duel- Streets of Battle City_tcg	Common
Brain Crusher	Speed Duel- Streets of Battle City_tcg	Common
Breaker the Magical Warrior	Speed Duel- Streets of Battle City_tcg	Common
Buster Blader	Speed Duel- Streets of Battle City_tcg	Common
Chainsaw Insect	Speed Duel- Streets of Battle City_tcg	Common
Chaos Command Magician	Speed Duel- Streets of Battle City_tcg	Common
Chow Len the Prophet	Speed Duel- Streets of Battle City_tcg	Common
Chow Sai the Ghost Stopper	Speed Duel- Streets of Battle City_tcg	Common
Collector	Speed Duel- Streets of Battle City_tcg	Common
Command Knight	Speed Duel- Streets of Battle City_tcg	Common
Common	Speed Duel- Streets of Battle City_tcg	Common
Cosmic Cyclone	Speed Duel- Streets of Battle City_tcg	Common
Cosmos Channelling	Speed Duel- Streets of Battle City_tcg	Common
Creature Swap	Speed Duel- Streets of Battle City_tcg	Secret Rare
Creature Swap	Speed Duel- Streets of Battle City_tcg	Common
Cross-Sword Beetle	Speed Duel- Streets of Battle City_tcg	Common
Cyber Energy Shock	Speed Duel- Streets of Battle City_tcg	Common
Cyber Raider	Speed Duel- Streets of Battle City_tcg	Common
Dark Magic Attack	Speed Duel- Streets of Battle City_tcg	Common
Dark Magic Curtain	Speed Duel- Streets of Battle City_tcg	Secret Rare
Dark Magic Curtain	Speed Duel- Streets of Battle City_tcg	Common
Dark Magician	Speed Duel- Streets of Battle City_tcg	Secret Rare
Dark Magician	Speed Duel- Streets of Battle City_tcg	Common
Dark Magician (Arkana)	Speed Duel- Streets of Battle City_tcg	Secret Rare
Dark Magician (Arkana)	Speed Duel- Streets of Battle City_tcg	Common
Dark Magician Girl	Speed Duel- Streets of Battle City_tcg	Secret Rare
Dark Magician Girl	Speed Duel- Streets of Battle City_tcg	Common
Dark Paladin	Speed Duel- Streets of Battle City_tcg	Common
Dark Red Enchanter	Speed Duel- Streets of Battle City_tcg	Common
Dark Renewal	Speed Duel- Streets of Battle City_tcg	Secret Rare
Dark Renewal	Speed Duel- Streets of Battle City_tcg	Common
Dark Scorpion - Gorg the Strong	Speed Duel- Streets of Battle City_tcg	Common
Dark Scorpion - Meanae the Thorn	Speed Duel- Streets of Battle City_tcg	Common
Destruction Swordsman Fusion	Speed Duel- Streets of Battle City_tcg	Common
Destructotron	Speed Duel- Streets of Battle City_tcg	Common
Dicephoon	Speed Duel- Streets of Battle City_tcg	Common
DNA Surgery	Speed Duel- Streets of Battle City_tcg	Common
Double Coston	Speed Duel- Streets of Battle City_tcg	Common
Dr. Frankenderp	Speed Duel- Streets of Battle City_tcg	Common
Draining Shield	Speed Duel- Streets of Battle City_tcg	Common
Dust Tornado	Speed Duel- Streets of Battle City_tcg	Secret Rare
Dust Tornado	Speed Duel- Streets of Battle City_tcg	Common
Emergency Provisions	Speed Duel- Streets of Battle City_tcg	Common
Enraged Muka Muka	Speed Duel- Streets of Battle City_tcg	Common
Eradicating Aerosol	Speed Duel- Streets of Battle City_tcg	Common
Exchange	Speed Duel- Streets of Battle City_tcg	Secret Rare
Exchange	Speed Duel- Streets of Battle City_tcg	Common
Exhausting Spell	Speed Duel- Streets of Battle City_tcg	Common
Fiend Kraken	Speed Duel- Streets of Battle City_tcg	Common
Fish Depth Charge	Speed Duel- Streets of Battle City_tcg	Common
Flame Swordsman	Speed Duel- Streets of Battle City_tcg	Secret Rare
Flame Swordsman	Speed Duel- Streets of Battle City_tcg	Common
Floodgate Trap Hole	Speed Duel- Streets of Battle City_tcg	Common
Flyfang	Speed Duel- Streets of Battle City_tcg	Common
Foolish Burial	Speed Duel- Streets of Battle City_tcg	Common
Fortress Whale	Speed Duel- Streets of Battle City_tcg	Common
Fortress Whale's Oath	Speed Duel- Streets of Battle City_tcg	Common
Freed the Matchless General	Speed Duel- Streets of Battle City_tcg	Common
Fusion Weapon	Speed Duel- Streets of Battle City_tcg	Common
Gear Golem the Moving Fortress	Speed Duel- Streets of Battle City_tcg	Common
Gearfried the Iron Knight	Speed Duel- Streets of Battle City_tcg	Secret Rare
Gearfried the Iron Knight	Speed Duel- Streets of Battle City_tcg	Common
Gearfried the Red-Eyes Iron Knight	Speed Duel- Streets of Battle City_tcg	Common
Gift of the Martyr	Speed Duel- Streets of Battle City_tcg	Common
Giltia the D. Knight	Speed Duel- Streets of Battle City_tcg	Common
Goblin Attack Force	Speed Duel- Streets of Battle City_tcg	Secret Rare
Goblin Attack Force	Speed Duel- Streets of Battle City_tcg	Common
Gokibore	Speed Duel- Streets of Battle City_tcg	Common
Golgoil	Speed Duel- Streets of Battle City_tcg	Common
Graceful Dice	Speed Duel- Streets of Battle City_tcg	Common
Hammer Shot	Speed Duel- Streets of Battle City_tcg	Common
Hannibal Necromancer	Speed Duel- Streets of Battle City_tcg	Common
Heart of a Warrior	Speed Duel- Streets of Battle City_tcg	Common
Howling Insect	Speed Duel- Streets of Battle City_tcg	Common
Humanoid Slime	Speed Duel- Streets of Battle City_tcg	Common
Humanoid Worm Drake	Speed Duel- Streets of Battle City_tcg	Common
Infinite Cards	Speed Duel- Streets of Battle City_tcg	Common
Insect Barrier	Speed Duel- Streets of Battle City_tcg	Common
Insect Infestation	Speed Duel- Streets of Battle City_tcg	Common
Insect Princess	Speed Duel- Streets of Battle City_tcg	Common
Insect Queen	Speed Duel- Streets of Battle City_tcg	Secret Rare
Insect Queen	Speed Duel- Streets of Battle City_tcg	Common
Intel from the "Cosmos"	Speed Duel- Streets of Battle City_tcg	Common
Iron Grit	Speed Duel- Streets of Battle City_tcg	Common
Jam Breeding Machine	Speed Duel- Streets of Battle City_tcg	Common
Jam Defender	Speed Duel- Streets of Battle City_tcg	Common
Jinzo	Speed Duel- Streets of Battle City_tcg	Common
Jinzo - Lord	Speed Duel- Streets of Battle City_tcg	Common
Jinzo - Returner	Speed Duel- Streets of Battle City_tcg	Common
KaibaCorp Research	Speed Duel- Streets of Battle City_tcg	Common
Karbonala Warrior	Speed Duel- Streets of Battle City_tcg	Common
Kunai with Chain	Speed Duel- Streets of Battle City_tcg	Common
Kycoo the Ghost Destroyer	Speed Duel- Streets of Battle City_tcg	Secret Rare
Kycoo the Ghost Destroyer	Speed Duel- Streets of Battle City_tcg	Common
Last Day of Witch	Speed Duel- Streets of Battle City_tcg	Common
Ledger of Legerdemain	Speed Duel- Streets of Battle City_tcg	Common
Legion the Fiend Jester	Speed Duel- Streets of Battle City_tcg	Common
Lightning Blade	Speed Duel- Streets of Battle City_tcg	Common
Little-Winguard	Speed Duel- Streets of Battle City_tcg	Common
Lost Wind	Speed Duel- Streets of Battle City_tcg	Common
Mage Power	Speed Duel- Streets of Battle City_tcg	Common
Magical Arm Shield	Speed Duel- Streets of Battle City_tcg	Common
Magical Marionette	Speed Duel- Streets of Battle City_tcg	Common
Magical Reflect Slime	Speed Duel- Streets of Battle City_tcg	Common
Magician of Faith	Speed Duel- Streets of Battle City_tcg	Common
Magnetic Mosquito	Speed Duel- Streets of Battle City_tcg	Common
Maiden of Macabre	Speed Duel- Streets of Battle City_tcg	Common
Maiden of the Aqua	Speed Duel- Streets of Battle City_tcg	Common
Malice Dispersion	Speed Duel- Streets of Battle City_tcg	Common
Malicious Motivation	Speed Duel- Streets of Battle City_tcg	Common
Marauding Captain	Speed Duel- Streets of Battle City_tcg	Secret Rare
Marauding Captain	Speed Duel- Streets of Battle City_tcg	Common
Mask of Darkness	Speed Duel- Streets of Battle City_tcg	Common
Mega Ton Magical Cannon	Speed Duel- Streets of Battle City_tcg	Common
Mei-Kou, Master of Barriers	Speed Duel- Streets of Battle City_tcg	Common
Metal Armored Bug	Speed Duel- Streets of Battle City_tcg	Common
Metal Reflect Slime	Speed Duel- Streets of Battle City_tcg	Common
Metalmorph	Speed Duel- Streets of Battle City_tcg	Common
Michizure	Speed Duel- Streets of Battle City_tcg	Common
Mind Crush	Speed Duel- Streets of Battle City_tcg	Secret Rare
Mind Crush	Speed Duel- Streets of Battle City_tcg	Common
Miracle Restoring	Speed Duel- Streets of Battle City_tcg	Common
Mother Grizzly	Speed Duel- Streets of Battle City_tcg	Common
Muka Muka	Speed Duel- Streets of Battle City_tcg	Common
Multiplication of Ants	Speed Duel- Streets of Battle City_tcg	Common
My Precious Queen!	Speed Duel- Streets of Battle City_tcg	Common
Needle Sunfish	Speed Duel- Streets of Battle City_tcg	Common
Night Beam	Speed Duel- Streets of Battle City_tcg	Secret Rare
Night Beam	Speed Duel- Streets of Battle City_tcg	Common
Nobleman of Crossout	Speed Duel- Streets of Battle City_tcg	Common
Now You See Them...	Speed Duel- Streets of Battle City_tcg	Common
Old Vindictive Magician	Speed Duel- Streets of Battle City_tcg	Common
Oyster Meister	Speed Duel- Streets of Battle City_tcg	Common
Paleozoic Eldonia	Speed Duel- Streets of Battle City_tcg	Common
Parasite Paracide	Speed Duel- Streets of Battle City_tcg	Secret Rare
Parasite Paracide	Speed Duel- Streets of Battle City_tcg	Common
Parasite Paranoid	Speed Duel- Streets of Battle City_tcg	Common
Piercing Moray	Speed Duel- Streets of Battle City_tcg	Common
